Organization Name,Estimated Revenue Range,Industries,Headquarters Location,CB Rank (Company),Founded Date,Number of Employees,Last Funding Type,IPO Status,Funding Status,Last Funding Date,Last Funding Amount (in USD),Total Funding Amount (in USD),Last Equity Funding Type,Number of Funding Rounds,Last Equity Funding Amount (in USD),Total Equity Funding Amount (in USD),Top 5 Investors,Number of Investors,Region,Estimated Revenue Range Midpoint,Founded Year,City,Country,Number of Employees Midpoint,Industry_Cluster_0,Industry_Cluster_1,Industry_Cluster_2,Industry_Cluster_3,Industry_Cluster_4,Industry_Cluster_5,Industry_Cluster_6,Industry_Cluster_7,Industry_Cluster_8,Industry_Cluster_9,Industry_Cluster_10,Industry_Cluster_11,Industry_Cluster_12,Industry_Cluster_13,Industry_Cluster_14,Industry_Cluster_15,Industry_Cluster_16,Industry_Cluster_17,Industry_Cluster_18,Industry_Cluster_19,Industry_Cluster_20,Industry_Cluster_21,Industry_Cluster_22,industry_group,log_LFA,log_LEFA,Days_Since_Last_Funding,Revenue_Log_Midpoint,log_Total_Funding,log_Total_Equity_Funding,log_Employees,log_Days_Since_Last_Funding
Eon,$1M to $10M,"Cloud Data Services, Cloud Management, Data Management, SaaS","New York, New York, United States",5245,2024-01-01,11-50,Series C,Private,Late Stage Venture,2024-11-26,70000000.0,197000000.0,Series C,4,70000000.0,197000000.0,"Bond, Sequoia Capital, Lightspeed Venture Partners, Meron Capital, Eight Roads Ventures",10.0,US,7605733.163999864,2024.0,New York,United States,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Data Management, Family",18.064005814299346,18.064005814299346,234,15.844413016031236,19.098714291778403,19.098714291778403,3.449987545831587,5.459585514144159
Cohere Health,$100M to $500M,"Consumer Software, Health Care, SaaS, Software","Boston, Massachusetts, United States",5282,2019-01-01,501-1000,Series C,Private,Late Stage Venture,2025-05-14,90000000.0,186099972.0,Series C,4,90000000.0,186099972.0,"Temasek Holdings, Deerfield Management, Humana, Define Ventures, Polaris Partners",8.0,US,300000000.0,2019.0,Boston,United States,750.5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Sales, Apps, Health Insurance, Family",18.31532023940565,18.31532023940565,65,19.519293035953808,19.04179457652918,19.04179457652918,6.622071209193029,4.189654742026425
Abcuro,$1M to $10M,"Biotechnology, Health Care, Medical, Therapeutics","Newton, Massachusetts, United States",5462,2015-01-01,11-50,Series C,Private,Late Stage Venture,2025-02-12,200000000.0,414849990.0,Series C,6,200000000.0,414849990.0,"BlackRock, New Enterprise Associates, RA Capital Management, Redmile Group, Samsara BioCapital",18.0,US,11504714.458902508,2015.0,Newton,United States,30.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",19.11382792951231,19.11382792951231,156,16.258267549194656,19.84342754537998,19.84342754537998,3.449987545831587,5.056245805348308
Novi Labs,$1M to $10M,"Artificial Intelligence (AI), Computer, Machine Learning, Software","Austin, Texas, United States",5476,2014-01-01,11-50,Series C,Private,Late Stage Venture,2025-06-25,35000000.0,42000000.0,Series C,3,35000000.0,42000000.0,"Invictus Growth Partners, Montrose Lane, Bill Wood Ventures",3.0,US,5500000.0,2014.0,Austin,United States,30.5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Machine Learning, Digital Entertainment, Apps",17.370858648025116,17.370858648025116,23,15.520258832020865,17.553180200057167,17.553180200057167,3.449987545831587,3.1780538303479458
Remote,$100M to $500M,"Bookkeeping and Payroll, Compliance, Consulting, Human Resources, Recruiting, Software","San Francisco, California, United States",5481,2019-01-01,1001-5000,Series C,Private,Late Stage Venture,2022-04-05,300000000.0,496000000.0,Series C,5,300000000.0,496000000.0,"General Catalyst, Gaingels, Accel, Sequoia Capital, Index Ventures",25.0,US,300000000.0,2019.0,San Francisco,United States,3000.5,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,"Finance, Apps, Enterprise, Security, Education, It Management",19.519293035953808,19.519293035953808,1200,19.519293035953808,20.02208648670533,20.02208648670533,8.006867442691897,7.0909098220799835
WelbeHealth,Less than $1M,"Health Care, Health Diagnostics, Hospital","Menlo Park, California, United States",5535,2015-01-01,501-1000,Series C,Private,Late Stage Venture,2020-02-10,30000000.0,61235000.0,Series C,4,30000000.0,61235000.0,"Alumni Ventures, Town Hall Ventures, .406 Ventures, Longitude Capital, F-Prime",9.0,US,500000.0,2015.0,Menlo Park,United States,750.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",17.216707972959764,17.216707972959764,1985,13.122365377402328,17.930229495768053,17.930229495768053,6.622071209193029,7.593877844605118
Medallion,$10M to $50M,"Health Care, Information Technology, Management Information Systems","San Francisco, California, United States",5842,2020-01-01,251-500,Series C,Private,Late Stage Venture,2022-06-23,35000000.0,85000000.0,Series C,4,35000000.0,85000000.0,"Sequoia Capital, BoxGroup, Spark Capital, Salesforce Ventures, Roivant Sciences",20.0,US,30000000.0,2020.0,San Francisco,United States,375.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Health Insurance, Enterprise, It Management",17.370858648025116,17.370858648025116,1121,17.216707972959764,18.258161826219297,18.258161826219297,5.930918047239948,7.022868086082641
SmithRx,$1M to $10M,"Health Care, Information Technology, Pharmaceutical","San Francisco, California, United States",6091,2016-01-01,501-1000,Series C,Private,Late Stage Venture,2024-01-23,60000000.0,104663747.0,Series C,7,60000000.0,104663747.0,"Founders Fund, BoxGroup, Venrock, Four Cities Capital, Precursor Ventures",16.0,US,5500000.0,2016.0,San Francisco,United States,750.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Enterprise, Medical",17.909855136853043,17.909855136853043,542,15.520258832020865,18.466263369465295,18.466263369465295,6.622071209193029,6.297109319933935
Unqork,$100M to $500M,"Enterprise, Enterprise Applications, Financial Services, FinTech, Insurance, Productivity Tools, SaaS, Software","New York, New York, United States",6170,2017-01-01,251-500,Series C,Private,Late Stage Venture,2020-10-06,207000000.0,365169951.0,Series C,5,207000000.0,365169951.0,"BlackRock, Goldman Sachs, HOF Capital, Hewlett Packard Enterprise, Eldridge Industries",26.0,US,300000000.0,2017.0,New York,United States,375.5,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"Finance, Industrial Engineering, Apps, Health Insurance, Enterprise, Family, It Management",19.14822935606056,19.14822935606056,1746,19.519293035953808,19.715873425096326,19.715873425096326,5.930918047239948,7.465655310134056
Accent Therapeutics,Less than $1M,"Biotechnology, Medical, Pharmaceutical, Therapeutics","Lexington, Massachusetts, United States",6180,2017-01-01,11-50,Series C,Private,Late Stage Venture,2024-01-23,75000000.0,178000000.0,Series C,3,75000000.0,178000000.0,"AbbVie, Bristol-Myers Squibb, Atlas Venture, EcoR1 Capital, The Column Group",13.0,US,500000.0,2017.0,Lexington,United States,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medical,18.132998684833918,18.132998684833918,542,13.122365377402328,18.997294113874336,18.997294113874336,3.449987545831587,6.297109319933935
Bright Machines,$50M to $100M,"Computer, Information Technology, Machine Learning, Robotics, Software","San Francisco, California, United States",6262,2018-01-01,501-1000,Series C,Private,Late Stage Venture,2024-06-25,106000000.0,437000000.0,Series C,8,106000000.0,385000000.0,"BlackRock, NVIDIA, Eclipse Ventures, JP Morgan Chase, Geodesic Capital",16.0,US,75000000.0,2018.0,San Francisco,United States,750.5,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Machine Learning, Industrial Engineering, Digital Entertainment, Apps, Enterprise",18.478949661510303,18.478949661510303,388,18.132998684833918,19.895443755348193,19.76875389484946,6.622071209193029,5.963579343618446
Two Chairs,$10M to $50M,"Health Care, Mental Health, Therapeutics, Wellness","San Francisco, California, United States",6380,2017-01-01,501-1000,Series C,Private,Late Stage Venture,2024-04-16,72000000.0,100000000.0,Series C,5,72000000.0,100000000.0,"Maveron, Amplo, Goldcrest Capital, Fifth Down Capital, What If Ventures",7.0,US,30000000.0,2017.0,San Francisco,United States,750.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",18.09217669086922,18.09217669086922,458,17.216707972959764,18.420680753952364,18.420680753952364,6.622071209193029,6.129050210060545
Odyssey Therapeutics,$10M to $50M,"Biotechnology, Health Care, Oncology, Therapeutics","Cambridge, Massachusetts, United States",6655,2021-01-01,11-50,Series C,Private,Late Stage Venture,2023-12-05,101000000.0,487000000.0,Series C,3,101000000.0,487000000.0,"General Catalyst, OrbiMed, Catalio Capital Management, SR One, Fidelity",24.0,US,30000000.0,2021.0,Cambridge,United States,30.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",18.430631084706523,18.430631084706523,591,17.216707972959764,20.003774683100254,20.003774683100254,3.449987545831587,6.3835066348840055
Saildrone,$1M to $10M,"Artificial Intelligence (AI), Big Data, Drones, Manufacturing, Marine Technology","Alameda, California, United States",6809,2012-01-01,251-500,Series C,Private,Late Stage Venture,2025-05-13,60000000.0,249500000.0,Series C,7,60000000.0,248500000.0,"Tribe Capital, Bond, Lux Capital, Google.org, Haystack",24.0,US,5500000.0,2012.0,Alameda,United States,375.5,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Industrial Engineering, Internet, Data Management",17.909855136853043,17.909855136853043,66,15.520258832020865,19.334969477163863,19.3309534075251,5.930918047239948,4.204692619390966
Qnovo,Less than $1M,"Automotive, Battery, Consumer Electronics, Electric Vehicle, Enterprise Software, Mobile Devices","Milpitas, California, United States",6931,2010-01-01,11-50,Series C,Private,Late Stage Venture,2022-01-11,24000000.0,40600000.0,Series C,4,24000000.0,40600000.0,"U.S. Venture Partners, BorgWarner, Intel Capital, Climate Investment, RockPort Capital",7.0,US,500000.0,2010.0,Milpitas,United States,30.5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Industrial Engineering, Sales, Apps, Enterprise, Energy",16.993564429978885,16.993564429978885,1284,13.122365377402328,17.5192786492025,17.5192786492025,3.449987545831587,7.158513997329321
Tulip Interfaces,$100M to $500M,"Analytics, Enterprise Applications, Manufacturing, Productivity Tools, Software","Somerville, Massachusetts, United States",7073,2014-01-01,251-500,Series C,Private,Late Stage Venture,2021-08-10,100000000.0,152500000.0,Series C,7,100000000.0,152500000.0,"Insight Partners, New Enterprise Associates, Founder Collective, Vertex Ventures, Pitango VC",11.0,US,300000000.0,2014.0,Somerville,United States,375.5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Machine Learning, Industrial Engineering, Apps, Enterprise, It Management",18.420680753952364,18.420680753952364,1438,19.519293035953808,18.84267516056912,18.84267516056912,5.930918047239948,7.271703706887368
Brave Health,$10M to $50M,"Communities, Health Care, Mental Health, Online Portals","Miami, Florida, United States",7215,2017-01-01,501-1000,Series C,Private,Late Stage Venture,2022-10-11,40000000.0,50000000.0,Series C,5,40000000.0,50000000.0,"Alumni Ventures, Union Square Ventures, Samsung NEXT, Town Hall Ventures, Operator Partners",9.0,US,30000000.0,2017.0,Miami,United States,750.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Health Insurance, Developer Platform, Family",17.50439003707821,17.50439003707821,1011,17.216707972959764,17.72753358339242,17.72753358339242,6.622071209193029,6.919683849847411
Connecteam,$10M to $50M,"Computer, SaaS, Software, Virtual Workforce","New York, New York, United States",7242,2016-01-01,251-500,Series C,Private,Late Stage Venture,2022-03-02,120000000.0,158000000.0,Series C,6,120000000.0,158000000.0,"Insight Partners, Google for Startups, Tiger Global Management, Qumra Capital, O.G. Venture Partners",10.0,US,30000000.0,2016.0,New York,United States,375.5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Digital Entertainment, Apps, Developer Platform, Family",18.603002309079653,18.603002309079653,1234,17.216707972959764,18.878105597320356,18.878105597320356,5.930918047239948,7.118826249062078
Inmagene Biopharmaceuticals,$1M to $10M,"Biopharma, Biotechnology, Health Care","San Diego, California, United States",7401,2019-01-01,11-50,Series C,Private,Late Stage Venture,2021-06-01,100000000.0,121000000.0,Series C,2,100000000.0,121000000.0,"Highlight Capital, Vertex Ventures China, Panacea Venture, VMS Asset Management, TMT Investments",10.0,US,5500000.0,2019.0,San Diego,United States,30.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",18.420680753952364,18.420680753952364,1508,15.520258832020865,18.61130111182548,18.61130111182548,3.449987545831587,7.319202458767849
Higher Ground Education,$10M to $50M,"Association, EdTech, Education, Management Consulting","Lake Forest, California, United States",7459,2016-01-01,1001-5000,Series C,Private,Late Stage Venture,2021-01-20,40000000.0,40000000.0,Series C,3,40000000.0,40000000.0,"Learn Capital, Nimble Ventures, Vast Ventures, Angel Collective Opportunity Fund, Duro Ventures",9.0,US,30000000.0,2016.0,Lake Forest,United States,3000.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,"Enterprise, Family, Education",17.50439003707821,17.50439003707821,1640,17.216707972959764,17.50439003707821,17.50439003707821,8.006867442691897,7.403061091090091
Sleeper,$1M to $10M,"eSports, Fantasy Sports, Messaging, Mobile, Sports","San Mateo, California, United States",7986,2015-01-01,1-10,Series C,Private,Late Stage Venture,2021-09-16,40000000.0,67300000.0,Series C,5,40000000.0,67300000.0,"General Catalyst, Andreessen Horowitz, Alumni Ventures, Titanium Ventures, Expa",23.0,US,5500000.0,2015.0,San Mateo,United States,5.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Digital Entertainment, Apps, Family",17.50439003707821,17.50439003707821,1401,15.520258832020865,18.024670809473797,18.024670809473797,1.8718021769015913,7.2456550675945355
Monogram Health,$1B to $10B,"Health Care, Hospital, Wellness","Brentwood, Tennessee, United States",8047,2019-01-01,501-1000,Series C,Private,Late Stage Venture,2023-01-09,375000000.0,555149998.0,Series C,5,375000000.0,546999998.0,"Norwest Venture Partners, TPG, Humana, CVS Health, Heritage Group",10.0,US,5500000000.0,2019.0,Brentwood,United States,750.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",19.74243658660135,19.74243658660135,921,22.428013929366653,20.134748903663233,20.119959358558102,6.622071209193029,6.826545223556594
Picus,$50M to $100M,"Cloud Security, Cyber Security, Enterprise Software, Network Security","San Francisco, California, United States",8070,2013-01-01,251-500,Series C,Private,Late Stage Venture,2024-09-19,45000000.0,77950000.0,Series C,6,45000000.0,77950000.0,"Endeavor Catalyst, Riverwood Capital, Bossa Invest, Social Capital, Mastercard",12.0,US,75000000.0,2013.0,San Francisco,United States,375.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Enterprise, Security",17.622173069956816,17.622173069956816,302,18.132998684833918,18.171578166296797,18.171578166296797,5.930918047239948,5.713732805509369
Casma Therapeutics,$1M to $10M,"Biotechnology, Health Care, Therapeutics","Cambridge, Massachusetts, United States",8074,2017-01-01,11-50,Series C,Private,Late Stage Venture,2022-11-15,46000000.0,154870000.0,Series C,4,46000000.0,154500000.0,"Schroders Capital, Third Rock Ventures, Mirae Asset, The Column Group, Schroder Adveq",13.0,US,5500000.0,2017.0,Cambridge,United States,30.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",17.6441519761925,17.6441519761925,976,15.520258832020865,18.858096619749386,18.855704660774567,3.449987545831587,6.884486652042782
Cytrellis Biosystems,$1M to $10M,"Biotechnology, Health Care, Medical","Boston, Massachusetts, United States",8343,2012-01-01,11-50,Series C,Private,Late Stage Venture,2021-01-04,49999998.0,86089998.0,Series C,4,49999998.0,85639998.0,"Sands Capital Ventures, ARCH Venture Partners, Biomatics Capital Partners, D1 Capital Partners, PFM Health Sciences",7.0,US,5500000.0,2012.0,Boston,United States,30.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",17.72753354339242,17.72753354339242,1656,15.520258832020865,18.270903807018385,18.265663010008968,3.449987545831587,7.4127640174265625
Postscript,$10M to $50M,"Advertising, E-Commerce, Enterprise, Sales Automation, SMS","Scottsdale, Arizona, United States",8443,2018-01-01,251-500,Series C,Private,Late Stage Venture,2022-06-15,65000000.0,106200000.0,Series C,4,65000000.0,106200000.0,"Y Combinator, 01 Advisors, Greylock, 1984 Ventures, Accomplice",24.0,US,30000000.0,2018.0,Scottsdale,United States,375.5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Sales, Apps, Enterprise, Social Media Marketing",17.989897843244528,17.989897843244528,1129,17.216707972959764,18.48083467618831,18.48083467618831,5.930918047239948,7.029972911706386
Glycomine,$1M to $10M,"Biotechnology, Pharmaceutical, Therapeutics","San Carlos, California, United States",8520,2013-01-01,1-10,Series C,Private,Late Stage Venture,2025-04-16,115000000.0,195000000.0,Series C,4,115000000.0,195000000.0,"Novo Holdings, Mission BioCapital, Abingworth, Aberdeen, RiverVest",15.0,US,5500000.0,2013.0,San Carlos,United States,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medical,18.560442695023177,18.560442695023177,93,15.520258832020865,19.088510121656228,19.088510121656228,1.8718021769015913,4.543294782270004
Asher Bio,$1M to $10M,"Biotechnology, Therapeutics","San Francisco, California, United States",8587,2019-01-01,11-50,Series C,Private,Late Stage Venture,2024-04-16,55000000.0,218150000.0,Series C,4,55000000.0,218150000.0,"Y Combinator, Wellington Management, AstraZeneca, RA Capital Management, Third Rock Ventures",16.0,US,5500000.0,2019.0,San Francisco,United States,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medical,17.822843761378564,17.822843761378564,458,15.520258832020865,19.200693462117894,19.200693462117894,3.449987545831587,6.129050210060545
Panorama Education,$1M to $10M,"Analytics, Big Data, Education, SaaS","Boston, Massachusetts, United States",8694,2012-01-01,251-500,Series C,Private,Late Stage Venture,2021-09-02,60000000.0,92670001.0,Series C,7,60000000.0,92670001.0,"Y Combinator, Alumni Ventures, General Atlantic, Uncork Capital, SV Angel",33.0,US,5500000.0,2012.0,Boston,United States,375.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,"Machine Learning, Data Management, Family, Education",17.909855136853043,17.909855136853043,1415,15.520258832020865,18.344555375144832,18.344555375144832,5.930918047239948,7.255591274253665
Trusted,$1M to $10M,"Employment, Health Care, Human Resources, Lifestyle, Staffing Agency","San Francisco, California, United States",8834,2017-01-01,251-500,Series C,Private,Late Stage Venture,2021-11-17,94000000.0,174800000.0,Series C,6,94000000.0,174800000.0,"Techstars, Craft Ventures, TitletownTech, Founder Collective, Felicis",16.0,US,5500000.0,2017.0,San Francisco,United States,375.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"Health Insurance, Delivery Service, Family, It Management",18.358805350872576,18.358805350872576,1339,15.520258832020865,18.979153026906534,18.979153026906534,5.930918047239948,7.200424892944957
Zwift,$50M to $100M,"Cycling, Fitness, Sports, Wellness","Long Beach, California, United States",9015,2014-01-01,251-500,Series C,Private,Late Stage Venture,2020-09-16,450000000.0,619500000.0,Series C,8,450000000.0,619500000.0,"Highland Europe, Shasta Ventures, Kohlberg Kravis Roberts, Amazon Alexa Fund, Permira",18.0,US,75000000.0,2014.0,Long Beach,United States,375.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Travel, Health Insurance, Family",19.92475814295086,19.92475814295086,1766,18.132998684833918,20.244423260647675,20.244423260647675,5.930918047239948,7.4770384723196965
Bluejay Therapeutics,$10M to $50M,"Biotechnology, Health Care, Pharmaceutical","San Mateo, California, United States",9206,2019-01-01,11-50,Series C,Private,Late Stage Venture,2024-05-09,182000000.0,242239990.0,Series C,3,182000000.0,242239990.0,"Wellington Management, RA Capital Management, Novo Holdings, RiverVest, Frazier Life Sciences",12.0,US,30000000.0,2019.0,San Mateo,United States,30.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",19.019517250535575,19.019517250535575,435,17.216707972959764,19.30543949106012,19.30543949106012,3.449987545831587,6.077642243349034
ArsenalBio,$10M to $50M,"Biotechnology, Cloud Computing, Life Science, Medical","South San Francisco, California, United States",9275,2019-01-01,251-500,Series C,Private,Late Stage Venture,2024-09-04,325000000.0,630806682.0,Series C,3,325000000.0,630806682.0,"Sixth Street, Kleiner Perkins, ARCH Venture Partners, Triatomic Capital, Hitachi Ventures",24.0,US,42618774.646319136,2019.0,South San Francisco,United States,375.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Data Management, Medical",19.599335743370936,19.599335743370936,317,17.56780545701233,20.26251000748023,20.26251000748023,5.930918047239948,5.762051382780177
Niche.com,$10M to $50M,"E-Learning, Education, Internet, Service Industry","Pittsburgh, Pennsylvania, United States",9508,2002-01-01,251-500,Series C,Private,Late Stage Venture,2020-04-29,35000000.0,44250000.0,Series C,4,35000000.0,44250000.0,"Salesforce Ventures, Radian Capital, Graph Ventures, Allen & Company, Grit Capital Partners",7.0,US,30000000.0,2002.0,Pittsburgh,United States,375.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Internet, Delivery Service, Education",17.370858648025116,17.370858648025116,1906,17.216707972959764,17.60536595201708,17.60536595201708,5.930918047239948,7.553286605600419
Ring Therapeutics,$10M to $50M,"Biotechnology, Health Care, Therapeutics","Cambridge, Massachusetts, United States",9571,2017-01-01,11-50,Series C,Private,Late Stage Venture,2023-03-09,86500000.0,253500000.0,Series C,3,86500000.0,253500000.0,"Invus, Flagship Pioneering, Partners Investment, Alexandria Venture Investments, T. Rowe Price",9.0,US,30000000.0,2017.0,Cambridge,United States,30.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",18.2756549834628,18.2756549834628,862,17.216707972959764,19.350874384940287,19.350874384940287,3.449987545831587,6.760414691083428
Built Robotics,$1M to $10M,"Artificial Intelligence (AI), Autonomous Vehicles, Construction, Machine Learning, Robotics","San Francisco, California, United States",9652,2016-01-01,11-50,Series C,Private,Late Stage Venture,2022-04-06,64000000.0,112000000.0,Series C,3,64000000.0,112000000.0,"Founders Fund, New Enterprise Associates, Fifth Wall, Tiger Global Management, Lemnos VC",13.0,US,5500000.0,2016.0,San Francisco,United States,30.5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Machine Learning, Industrial Engineering, Internet",17.974393656948944,17.974393656948944,1199,15.520258832020865,18.53400943818794,18.53400943818794,3.449987545831587,7.090076835776092
"Enko Chem, Inc.",$1M to $10M,"Agriculture, AgTech, Analytics, Biotechnology, Chemical","Mystic, Connecticut, United States",10049,2017-01-01,11-50,Series C,Private,Late Stage Venture,2023-01-31,10000000.0,134699999.0,Series C,5,10000000.0,134699999.0,"Alumni Ventures, Bill & Melinda Gates Foundation, Germin8 Ventures, Connecticut Innovations, Anterra Capital",16.0,US,5500000.0,2017.0,Mystic,United States,30.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"Machine Learning, Industrial Engineering, Medical, Fashion, Catering",16.118095750958314,16.118095750958314,899,15.520258832020865,18.71856064138059,18.71856064138059,3.449987545831587,6.802394763324311
Insitro,$1M to $10M,"Biotechnology, Health Care, Life Science, Machine Learning, Pharmaceutical, Therapeutics","South San Francisco, California, United States",10209,2018-01-01,251-500,Series C,Private,Late Stage Venture,2021-03-15,400000000.0,643000000.0,Series C,3,400000000.0,643000000.0,"Andreessen Horowitz, BlackRock, Temasek Holdings, Two Sigma Ventures, HOF Capital",19.0,US,5500000.0,2018.0,South San Francisco,United States,375.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Machine Learning, Health Insurance, Medical",19.806975107572256,19.806975107572256,1586,15.520258832020865,20.281655283757104,20.281655283757104,5.930918047239948,7.369600720526409
ModifyHealth,$1M to $10M,"Fitness, Food and Beverage, Food Delivery, Health Care, Sustainability","Alpharetta, Georgia, United States",10312,2018-01-01,11-50,Series C,Private,Late Stage Venture,2024-12-04,13500000.0,27500000.0,Series C,4,13500000.0,27500000.0,"RC Capital, Nashville Capital Network, Dohmen Impact Investment Fund, VTC Ventures",4.0,US,5500000.0,2018.0,Alpharetta,United States,30.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Health Insurance, Energy, Catering",16.41820031748273,16.41820031748273,226,15.520258832020865,17.129696599000436,17.129696599000436,3.449987545831587,5.424950017481403
Utility Global,$1M to $10M,"Clean Energy, Energy, Energy Efficiency, Energy Management, Renewable Energy","Houston, Texas, United States",10470,2018-01-01,11-50,Series C,Private,Late Stage Venture,2024-09-25,53000000.0,86000000.0,Series C,4,53000000.0,86000000.0,"Ara Partners, Aramco Ventures, ArcelorMittal, Saudi Aramco, Saudi Aramco Energy Ventures",8.0,US,5500000.0,2018.0,Houston,United States,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Energy,17.78580249038432,17.78580249038432,296,15.520258832020865,18.26985786584569,18.26985786584569,3.449987545831587,5.6937321388027
Elsa,$1M to $10M,"Artificial Intelligence (AI), E-Learning, EdTech, Language Learning, Mobile Apps","Los Gatos, California, United States",10492,2015-01-01,251-500,Series C,Private,Late Stage Venture,2023-09-12,23000000.0,48250000.0,Series C,8,23000000.0,48200000.0,"Endeavor Catalyst, Bossa Invest, SOSV, UOB Venture, Monk’s Hill Ventures",18.0,US,5500000.0,2015.0,Los Gatos,United States,375.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Machine Learning, Apps, Education",16.951004817371683,16.951004817371683,675,15.520258832020865,17.691906406474658,17.690869599767716,5.930918047239948,6.516193076042964
Learneo,$100M to $500M,"E-Learning, EdTech, Education","Redwood City, California, United States",10776,2006-01-01,501-1000,Series C,Private,Late Stage Venture,2021-12-14,395000000.0,492393000.0,Series C,9,395000000.0,492393000.0,"TPG, Wellington Management, Maveron, SV Angel, NewView Capital",33.0,US,300000000.0,2006.0,Redwood City,United States,750.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Education,19.79439632539704,19.79439632539704,1312,19.519293035953808,20.01478773811994,20.01478773811994,6.622071209193029,7.180069874302796
